0,1,2,3,4,5
1729837560,3.1840340163411536e-06,3.1912742722574117e-06,3.1840340163411536e-06,3.1912742722574117e-06,0.0009671403016537161
1729830420,3.226287622568272e-06,3.226287622568272e-06,3.1840340163411536e-06,3.1840340163411536e-06,0.38026797514134847
1729819380,3.301068635060856e-06,3.301068635060856e-06,3.226287622568272e-06,3.226287622568272e-06,2.0189915997889423
1729816320,3.354631677119796e-06,3.354631677119796e-06,3.301068635060856e-06,3.301068635060856e-06,44.84136069206234
1729813260,3.370541949484708e-06,3.370541949484708e-06,3.354631677119796e-06,3.354631677119796e-06,3.521614295863785
1729811760,3.3800178361152394e-06,3.3800178361152394e-06,3.370541949484708e-06,3.370541949484708e-06,0.024065690386346025
1729811160,3.408915736988404e-06,3.408915736988404e-06,3.3800178361152394e-06,3.3800178361152394e-06,2.044063962252525
1729810140,3.394942926254512e-06,3.408915736988404e-06,3.394942926254512e-06,3.408915736988404e-06,0.19658995718063133
1729809480,3.388243506489705e-06,3.394942926254512e-06,3.388243506489705e-06,3.394942926254512e-06,3.5639321074450634
1729809240,3.374130699439808e-06,3.388243506489705e-06,3.374130699439808e-06,3.388243506489705e-06,0.17805434464620593
1729808280,3.3746577635243937e-06,3.3746577635243937e-06,3.374130699439808e-06,3.374130699439808e-06,0.3999289242784426
1729808220,3.4526539741138854e-06,3.4526539741138854e-06,3.3746577635243937e-06,3.3746577635243937e-06,35.425726190335325
1729807980,3.4508751853002257e-06,3.4526539741138854e-06,3.4508751853002257e-06,3.4526539741138854e-06,2.568686415038822
1729806900,3.4680938540471956e-06,3.4680938540471956e-06,3.4508751853002257e-06,3.4508751853002257e-06,0.08380287571069306
1729806840,3.4503771198555966e-06,3.4680938540471956e-06,3.4503771198555966e-06,3.4680938540471956e-06,0.17792089312096732
1729805880,3.455531064925847e-06,3.455531064925847e-06,3.4503771198555966e-06,3.4503771198555966e-06,1.0622506548922483
1729805460,3.4681072243723754e-06,3.4681072243723754e-06,3.455531064925847e-06,3.455531064925847e-06,0.04127720547216319
1729805220,3.4483428633332298e-06,3.4681072243723754e-06,3.4483428633332298e-06,3.4681072243723754e-06,4.094828867276386
1729805040,3.4442894561246605e-06,3.4498261120132923e-06,3.4442894561246605e-06,3.4483428633332298e-06,1.578758295663108
1729804860,3.420264164056297e-06,3.4442894561246605e-06,3.4090238652086983e-06,3.4442894561246605e-06,26.921715109953986
1729804740,3.4184660401976026e-06,3.420264164056297e-06,3.4184660401976026e-06,3.420264164056297e-06,0.9096093965693404
1729804680,3.392707181537312e-06,3.4184660401976026e-06,3.392707181537312e-06,3.4184660401976026e-06,17.737359423069364
1729804560,3.3710241743164755e-06,3.392707181537312e-06,3.3710241743164755e-06,3.392707181537312e-06,3.259940908125096
1729804500,3.4200902369029026e-06,3.4200902369029026e-06,3.3710241743164755e-06,3.3710241743164755e-06,0.4730187232815752
1729804320,3.4607421336410252e-06,3.4607421336410252e-06,3.4200902369029026e-06,3.4200902369029026e-06,40.8038021767923
1729804200,3.431603312798501e-06,3.4756223691878867e-06,3.431603312798501e-06,3.4607421336410252e-06,1.780047170395872
1729804140,3.4736910779090193e-06,3.4736910779090193e-06,3.2884262487957316e-06,3.431603312798501e-06,159.38718954582305
1729804080,3.3711071537927002e-06,3.4736910779090193e-06,3.3711071537927002e-06,3.4736910779090193e-06,37.1168951756655
1729804020,3.3523531827217293e-06,3.3711071537927002e-06,3.3523531827217293e-06,3.3711071537927002e-06,12.349237987981343
1729803960,3.333052447975118e-06,3.379929216158053e-06,3.333052447975118e-06,3.3523531827217293e-06,6.236543666214142
1729803900,4.2182951775441125e-06,4.2182951775441125e-06,3.269990573559803e-06,3.333052447975118e-06,436.6176688123409
1729803840,4.393806616095591e-06,4.5714658092407e-06,4.2182951775441125e-06,4.2182951775441125e-06,197.55123558197383
1729803780,5.775435253970257e-05,5.792703149966794e-05,3.4220370257211774e-06,4.393806616095591e-06,14272.141206274096
1729803720,5.4936278381471016e-05,5.9205362473993955e-05,5.4936278381471016e-05,5.775435253970257e-05,904.9028622814445
1729803660,0.00015967699947678872,0.00024868683352758774,4.524709614044465e-05,5.4936278381471016e-05,46215.353356367916
1729803600,0.000625219633081907,0.0006353310878669477,0.00014029148071412675,0.00015967699947678872,28708.293550791263
1729803540,0.0006360193418547381,0.000931167292130593,0.0005779099103638195,0.000625219633081907,49578.84638671465
1729803480,0.0006118775712345414,0.0007564565448412376,0.0005148724192132025,0.0006360193418547381,30472.031943647096
