time,open,high,low,close,volume,usd_vol,price_change,vol_change,norm_open,mov_in_min
1738884540.0,7.88562273219906e-05,8.85958359108958e-05,5.07279111306835e-05,5.10260049527312e-05,44935.62516636678,2.9181696526339422,-0.3529235840261711,0.0,1.0,0.48021476636953053
1738884600.0,5.10260049527312e-05,0.0001205550177996,5.10260049527312e-05,8.53384890117892e-05,41167.68193033541,2.8069050570612593,0.6724509216593371,-0.03812821350953858,0.6470764159738289,1.3626191764626325
1738884660.0,8.53384890117892e-05,0.0001246449906474,6.24580266113608e-05,0.0001119537674233,40078.88439540505,3.9536267688852744,0.3118789507491046,0.40853598127205504,1.0822035482794508,0.7287094575514257
1738884720.0,0.0001119537674233,0.0001869759377585,9.72716481385299e-05,0.000147169303558,64876.06146304271,8.405442139737598,0.314554274904829,1.1260080000185535,1.4197200554138039,0.8012619109171729
1738884780.0,0.000147169303558,0.0002453398243356,0.0001348332591755,0.000207404795505,115840.79728396436,20.53707316585064,0.4092938574195328,1.4433067082526807,1.8662990680123366,0.7508805334296424
1738884840.0,0.000207404795505,0.0002464965499291,0.0001419873025376,0.0001574391851792,112498.2860431428,20.522161250064997,-0.24090865500067685,-0.0007260974173495331,2.630163812657585,0.5038902168922152
1738884900.0,0.0001574391851792,0.0002098834025281,0.0001264306169365,0.0001550989790869,73932.7007875278,11.553395291684394,-0.014864190827946272,-0.437028334837404,1.9965345861187938,0.530063627403893
1738884960.0,0.0001550989790869,0.0001550989790869,9.95824836505236e-05,0.0001270401033937,72499.91916473283,10.227530336527693,-0.18090948024537923,-0.11475976729637204,1.9668577150361293,0.3579423653412394
1738885020.0,0.0001270401033937,0.0001570281498618,0.000102655547596,0.0001411624333018,38243.06958136807,5.128444136372715,0.11116434520156684,-0.49856475926974836,1.611034508092329,0.427995576304737
1738885080.0,0.0001411624333018,0.0002026253745251,0.0001359929783854,0.000175056382954,54228.09971555114,8.573972749926533,0.24010601729807263,0.6718467671543747,1.790124104281541,0.47202640660948686
1738885140.0,0.000175056382954,0.0002303375201888,0.0001282429052589,0.0001301982289346,43296.32709199531,6.6082017613344535,-0.25624974800940276,-0.22927189599581166,2.2199436734298614,0.5832098961894331
