0,1,2,3,4,5
1733120520.0,0.0007473206700119,0.0088445637454212,0.0007473206700119,0.008228404012151,175168.3280064954
1733120580.0,0.008228404012151,0.0095808531360406,0.0009638042148353,0.0014270707950303,229524.5281964584
1733120640.0,0.0014270707950303,0.0019265000330951,0.0013357769248479,0.0018457427666342,137983.48646880026
1733120700.0,0.0018457427666342,0.002089660131,0.0014956037117422,0.0016149144872219,127691.62629892204
1733120760.0,0.0016149144872219,0.0021423922278217,0.0016149144872219,0.0019710494701177,128210.4673546284
1733120820.0,0.0019710494701177,0.0019710494701177,0.0004953625803683,0.0005931187595247,82057.7432258921
1733120880.0,0.0005931187595247,0.0008983842949396,0.0005608045136311,0.0006822495410317,107776.3411788143
1733120940.0,0.0006822495410317,0.0008186946858712,0.0005867638038755,0.0007306859735549,142174.82401386372
1733121000.0,0.0007306859735549,0.0007306859735549,1.73015879676275e-05,1.73515457272624e-05,78191.2851079673
1733121060.0,1.73515457272624e-05,1.73515457272624e-05,4.42530162197007e-06,5.6107975154152e-06,4743.07675837615
1733121120.0,5.6107975154152e-06,5.62655126430369e-06,5.51939777467086e-06,5.58137507067974e-06,259.45855807632
1733121180.0,5.58137507067974e-06,5.58464300428773e-06,5.32195046114818e-06,5.38656292585836e-06,132.86524419086
1733121240.0,5.38656292585836e-06,5.69891702662041e-06,5.38656292585836e-06,5.56006279408298e-06,267.17757832216
1733121300.0,5.56006279408298e-06,5.56110677422025e-06,5.51988980729288e-06,5.51988980729288e-06,16.04540873155
1733121360.0,5.51988980729288e-06,5.51988980729288e-06,4.35316319639619e-06,4.35316319639619e-06,584.94251883175
1733121420.0,4.35316319639619e-06,5.13482533199548e-06,4.31790667281644e-06,4.36849406615906e-06,983.59527806298
1733121480.0,4.36849406615906e-06,4.40035471451598e-06,4.35064352194361e-06,4.40035471451598e-06,24.53136321313
1733121540.0,4.40035471451598e-06,4.4035581406987e-06,4.38231515495051e-06,4.38231515495051e-06,11.66259384229
1733121600.0,4.38231515495051e-06,4.405472710185e-06,4.33905613964194e-06,4.405472710185e-06,2.55432150952
1733121660.0,4.405472710185e-06,4.4108919213475e-06,4.405472710185e-06,4.4108919213475e-06,1.38174067904
1733121720.0,4.4108919213475e-06,4.4108919213475e-06,4.4108919213475e-06,4.4108919213475e-06,0.0
1733121780.0,4.4108919213475e-06,4.41713552465679e-06,4.4108919213475e-06,4.41713552465679e-06,1.571268
1733121840.0,4.41713552465679e-06,5.61923581713682e-06,4.41713552465679e-06,5.61923581713682e-06,1129.02105
1733121900.0,5.61923581713682e-06,7.1098395505549e-06,5.61923581713682e-06,6.89831909814004e-06,79.85555135929
1733121960.0,6.89831909814004e-06,6.89831909814004e-06,6.89792383495878e-06,6.89792383495878e-06,0.1161625212
1733122020.0,6.89792383495878e-06,7.02732172447206e-06,6.89792383495878e-06,7.02732172447206e-06,68.349
1733122080.0,7.02732172447206e-06,7.1390804337594e-06,7.02732172447206e-06,7.1390804337594e-06,13.89824
1733122140.0,7.1390804337594e-06,7.17252130305734e-06,7.1390804337594e-06,7.14163339172698e-06,5.3942361582
1733122200.0,7.14163339172698e-06,7.14163339172698e-06,7.14163339172698e-06,7.14163339172698e-06,0.0
1733122260.0,7.14163339172698e-06,7.14163339172698e-06,7.14163339172698e-06,7.14163339172698e-06,0.0
1733122320.0,7.14163339172698e-06,7.14163339172698e-06,7.14163339172698e-06,7.14163339172698e-06,0.0
1733122380.0,7.14163339172698e-06,7.15163126622332e-06,7.14163339172698e-06,7.1514165653315e-06,0.22428784896
1733122440.0,7.1514165653315e-06,7.1514165653315e-06,7.1514165653315e-06,7.1514165653315e-06,0.0
1733122500.0,7.1514165653315e-06,7.1514165653315e-06,7.1514165653315e-06,7.1514165653315e-06,0.0
1733122560.0,7.1514165653315e-06,7.1514165653315e-06,7.1514165653315e-06,7.1514165653315e-06,0.0
