timestamp,open,high,low,close,volume
1723683600,144.93,145.43,144.15,144.3,21592.26370277
1723687200,144.33,145.27,143.21,144.64,27852.8389623
1723690800,144.65,145.22,144.44,144.69,18877.39099571
1723694400,144.7,144.88,143.76,144.62,10829.57836315
1723698000,144.6,144.88,142.67,142.96,13697.67415851
1723701600,142.95,143.2,140.95,141.9,93470.6605771
1723705200,141.87,142.68,141.06,142.47,24809.31789167
1723708800,142.49,143.13,141.7,143.12,21874.37708343
1723712400,143.12,143.53,142.09,142.17,24643.26495714
1723716000,142.17,142.4,141.29,141.72,18776.72517279
1723719600,141.71,143.46,141.71,143.13,16805.87846977
1723723200,143.12,145.6,142.46,142.83,58995.98087236
1723726800,142.83,145.18,142.01,145.01,49322.32799196
1723730400,145,146.56,144.13,145.01,38340.22127335
1723734000,145,146.31,144.37,145.97,26515.2642833
1723737600,145.96,147.61,145.55,145.94,48321.78145028
1723741200,145.95,145.96,143.22,143.27,41672.18497015
1723744800,143.29,143.3,138.04,138.65,197838.58042447
1723748400,138.64,140.68,137.8,140.02,111344.44286693
1723752000,140.01,140.6,138.75,140.51,52175.61701832
1723755600,140.52,141.98,140,141.9,77578.54691459
1723759200,141.91,144.92,140.95,143.74,117318.82789505
1723762800,143.72,144.17,142.28,142.57,96460.13935939
1723766400,142.57,142.87,141.73,141.92,114258.43669704
1723770000,141.91,142.64,140.72,141.99,29881.79639095
1723773600,141.99,144.39,141.17,143.23,33126.83161971
1723777200,143.22,143.28,141.79,142,20069.21371605
1723780800,142.02,142.61,141.61,142.52,19081.19718468
1723784400,142.51,143.25,142.24,143.08,20395.0066283
1723788000,143.1,144.85,142.89,144.3,17273.59491347
1723791600,144.34,144.7,143.87,144.56,12436.79005001
1723795200,144.56,144.9,143.5,143.76,17426.55698107
1723798800,143.76,144.47,143.52,144.37,12201.5384204
1723802400,144.39,144.43,142.76,143.53,17484.33728937
1723806000,143.54,143.97,141.83,142,15627.63928079
1723809600,142.02,142.66,138.88,139.21,89404.74685141
1723813200,139.21,142.59,138.88,140.38,72745.76805476
1723816800,140.39,140.75,137.82,138.34,57745.55037495
1723820400,138.38,139.29,136.33,137.96,72136.52445226
1723824000,137.95,139.88,137.52,138.39,53855.79259886
1723827600,138.38,139.94,136.02,139.66,57270.45575254
1723831200,139.61,140.67,138.55,139.43,38338.21616241
1723834800,139.45,141.53,139.45,140.99,57532.87576516
1723838400,141,141.95,140.51,140.55,30895.39213727
1723842000,140.56,141.19,139.64,139.97,25709.7299811
1723845600,139.96,140.32,139.53,139.62,14085.59898276
1723849200,139.64,139.73,139.03,139.08,25008.18489598
1723852800,139.07,139.33,137.66,139.03,30308.67799417
1723856400,139.02,140,138.75,139.42,14585.51680041
1723860000,139.42,140.35,139.25,139.76,13483.21612145
1723863600,139.76,139.88,138.22,138.96,12091.97392802
1723867200,138.95,139.5,138.69,139.46,10423.00528359
1723870800,139.46,139.73,139.03,139.58,4516.75061585
1723874400,139.57,139.77,138.82,139.03,4506.35431105
1723878000,139.04,139.52,138.63,139.47,5030.19388508
1723881600,139.46,139.58,138.97,139.52,4786.15023291
1723885200,139.52,140.19,139.06,139.66,6844.72929546
1723888800,139.68,139.8,138.44,138.59,7026.61922205
1723892400,138.57,139.59,138.14,139.15,14702.27821596
1723896000,139.14,139.88,138.93,139.71,8887.01568532
1723899600,139.72,140.82,139.52,139.81,26272.1672456
1723903200,139.81,141.23,139.67,141.14,25186.40252312
1723906800,141.15,141.79,140.14,140.18,23118.88614802
1723910400,140.19,141.44,140.19,141.36,13838.82677792
1723914000,141.36,141.66,140.4,140.46,18508.52209838
1723917600,140.47,140.7,140.12,140.5,12792.5703685
1723921200,140.54,141.4,140.34,141.1,13848.51193512
1723924800,141.11,141.37,140.77,141,8214.55927082
1723928400,141,141.29,140.71,141.24,6665.84870584
1723932000,141.25,141.91,141.25,141.57,11263.6844287
1723935600,141.6,142,141.34,141.96,11975.13775645
1723939200,141.96,143.2,141.38,142.62,24264.1998119
1723942800,142.61,142.84,141.16,141.33,13528.45788045
1723946400,141.31,143.18,141.03,142.89,22700.8321089
1723950000,142.88,143.3,141.11,141.19,23238.4319048
1723953600,141.2,141.61,140.55,141.27,11941.28631074
1723957200,141.26,141.85,140.98,141.27,4650.57083741
1723960800,141.26,141.88,141.1,141.77,2401.15259943
1723964400,141.77,142,141.28,141.57,2671.34630306
1723968000,141.57,141.93,141.32,141.92,7818.99853748
1723971600,141.91,143.16,141.81,143.02,68042.34301747
1723975200,143.02,147.15,142.98,144.01,91301.81169012
1723978800,144.01,144.64,143.62,144.63,53698.20950826
1723982400,144.62,146.42,144.01,145.54,215175.68110667
1723986000,145.55,146.74,144.85,144.95,122425.4108629
1723989600,144.97,145.87,144.89,145.12,69667.33884425
1723993200,145.12,146.08,144.8,145.81,44278.00523773
1723996800,145.83,146.67,145.42,146.1,33383.73441617
1724000400,146.1,146.28,144.38,144.55,76140.20638022
1724004000,144.59,145.63,144.36,145.62,10121.78393063
1724007600,145.62,146.58,145.49,146.46,17510.36319024
1724011200,146.47,147.09,146.03,146.68,24277.08855015
1724014800,146.67,146.7,144.76,145.1,15760.67342079
1724018400,145.1,145.68,144.5,144.6,13634.85904058
1724022000,144.6,144.88,142.32,142.45,37244.67228978
1724025600,142.41,143.47,141.87,142.05,33217.38178775
1724029200,142.02,142.92,141.57,142.13,18380.58121061
1724032800,142.11,142.93,141.61,142.69,12930.40577877
1724036400,142.7,143.36,142.4,143.22,12483.77264233
1724040000,143.24,143.42,142.57,143.18,10964.95309541
1724043600,143.18,143.4,141.93,142.28,12665.21651034
1724047200,142.31,143.53,141.94,142.92,5167.22001793
1724050800,142.92,143.53,142.25,142.33,7176.78078586
1724054400,142.34,142.86,142.17,142.62,9285.92471127
1724058000,142.65,143.34,140.91,140.99,16480.44471993
1724061600,140.97,141.68,140.38,141.2,26464.68064672
1724065200,141.23,142.52,140.78,142.38,15868.76826509
1724068800,142.37,143.34,141.95,143.21,15622.99780604
1724072400,143.23,144.7,142.43,142.75,52607.26673201
1724076000,142.76,144.32,141.71,144.3,35389.25840998
1724079600,144.3,144.5,143.71,143.91,24214.30367474
1724083200,143.92,144.38,143.06,144.23,22066.0922858
1724086800,144.22,146.25,143.13,143.7,79330.00004038
1724090400,143.7,144.64,142.85,143.65,36664.17121683
1724094000,143.62,143.66,142.56,142.96,17128.75368158
1724097600,142.96,144.27,142.72,143.42,22634.4724347
1724101200,143.41,144.11,143.2,143.61,19653.58276292
1724104800,143.62,144.47,142.73,143.64,47217.87479564
1724108400,143.65,144.59,142.98,144.31,18873.27828192
1724112000,144.3,146.98,143.5,146.63,74688.45580681
1724115600,146.62,147.91,145.55,145.8,78939.34640159
1724119200,145.83,145.99,144.93,145.48,17151.03170723
1724122800,145.47,145.88,145.19,145.67,10843.17889601
1724126400,145.65,147.5,145.45,147.07,28067.58076554
1724130000,147.14,148.9,146.98,147.64,98218.20733381
1724133600,147.64,147.79,146.81,147.1,26532.39884844
1724137200,147.1,147.57,146.99,147.5,8841.75916448
1724140800,147.54,147.77,146.01,146.28,8942.95095954
1724144400,146.26,146.99,146.16,146.61,27536.96905926
1724148000,146.61,146.65,146.11,146.28,6910.91014504
1724151600,146.28,146.43,145.23,145.47,18223.90643263
1724155200,145.43,146.23,145.32,146,21500.91739551
1724158800,145.99,146.48,144.99,146.12,54003.60843283
1724162400,146.12,146.25,142.51,142.56,80708.84344694
1724166000,142.56,142.81,141.01,142.17,63056.42449986
1724169600,142.17,142.87,141.65,142.64,34331.15007548
1724173200,142.63,143.56,142.46,143.36,14486.84310233
1724176800,143.36,144.05,142.94,143.49,23475.64981064
1724180400,143.49,144.41,143.26,144.04,17372.045651
1724184000,144.05,144.5,143.46,143.52,30271.88934001
1724187600,143.52,143.54,142.58,143.13,56581.91874804
1724191200,143.12,143.59,143.02,143.22,8030.42475505
1724194800,143.23,143.36,142.21,142.28,13135.34015668
1724198400,142.27,142.96,141.75,141.83,11578.03864904
1724202000,141.84,142.68,141.57,142.57,43785.75223061
1724205600,142.58,143.1,142.28,142.86,10850.37742362
1724209200,142.86,142.91,142.16,142.57,5153.2666448
1724212800,142.57,142.86,142.25,142.74,7031.99560669
1724216400,142.74,143.44,142.56,143.3,6964.70779673
1724220000,143.29,143.6,143.19,143.4,46945.33836632
1724223600,143.42,143.89,142.54,143.19,10117.17916881
1724227200,143.22,143.55,141.92,142.18,10170.15683873
1724230800,142.17,142.29,141,141.5,54731.12253282
1724234400,141.52,142.29,141.27,142.13,7474.81770187
1724238000,142.12,142.26,141.24,141.33,5863.77657262
1724241600,141.32,141.8,140.84,141.26,52733.66494436
1724245200,141.26,141.64,138.81,141.28,93552.2214842
1724248800,141.28,142.49,139.2,139.86,79023.84064743
1724252400,139.84,140.85,139.33,140.36,31279.89239608
1724256000,140.37,141.33,139.66,141.32,29370.27657568
1724259600,141.32,142.11,141.03,141.46,43042.65202007
1724263200,141.49,143.11,141.22,142.74,39964.69603867
1724266800,142.69,143.73,142.19,143.48,52202.37527237
1724270400,143.49,144.41,142.61,143.1,82442.72475066
1724274000,143.1,143.96,142.7,143.63,27854.00095847
1724277600,143.62,143.89,142.89,142.93,19956.5699491
1724281200,142.96,143.31,142.08,142.82,47134.02714395
1724284800,142.83,143.29,142.46,142.52,10966.56193272
1724288400,142.53,143.25,142.41,143.07,13150.5452687
1724292000,143.05,143.14,140.64,141.56,37105.82640769
1724295600,141.57,141.92,141.14,141.76,28209.77656158
1724299200,141.76,142.29,141.45,142.27,12448.09151651
1724302800,142.24,142.38,141.93,142.24,4035.61355088
1724306400,142.24,142.83,142.16,142.76,6633.19512854
1724310000,142.75,143.7,142.42,143.36,9614.31373922
1724313600,143.35,143.68,143.03,143.19,26138.19877467
1724317200,143.17,143.26,142.66,142.96,5745.74287731
1724320800,142.99,144.26,142.76,144.13,33389.51990198
1724324400,144.13,144.79,143.6,144.58,20948.61120986
1724328000,144.54,144.9,143,143.28,27452.57584835
1724331600,143.29,143.91,142.3,143.03,92330.62571902
1724335200,143.07,143.22,142.17,142.84,19868.75077271
1724338800,142.83,143.57,142.05,142.66,15365.12387735
1724342400,142.64,143.34,142.53,142.8,10591.16671986
1724346000,142.8,143.32,142.44,142.6,17198.07534642
1724349600,142.59,143.6,142.41,143,14005.31093198
1724353200,142.98,143.21,142.64,142.74,12419.4729566
1724356800,142.75,143.53,142.7,143.4,19956.4719529
1724360400,143.39,143.77,143.03,143.34,11545.10904079
1724364000,143.36,143.48,143.06,143.21,5977.16994585
1724367600,143.2,143.46,143.05,143.25,7342.56713907
1724371200,143.24,145.45,143.19,144.43,28961.32343808
1724374800,144.43,144.76,143.87,144.7,16927.01839344
1724378400,144.7,145.75,144.57,144.83,18436.24585531
1724382000,144.83,145.1,144.36,144.49,11673.41921727
1724385600,144.49,145.07,144.38,144.44,13542.37674355
1724389200,144.44,145.94,144.43,145.47,48833.1667611
1724392800,145.48,145.93,144.89,145.6,11808.95908504
1724396400,145.6,145.77,145.01,145.15,7552.34281008
1724400000,145.17,145.49,144.95,145.13,9472.64234674
1724403600,145.12,145.14,143.99,144.3,36776.56767727
1724407200,144.3,144.79,144.22,144.3,14728.27982779
1724410800,144.29,144.34,143.41,143.49,16931.29395807
1724414400,143.49,144.53,143.49,144.42,16682.11162164
1724418000,144.42,144.68,143.6,144.66,38132.46641402
1724421600,144.66,147.26,142.75,143.56,141509.27556918
1724425200,143.55,145.06,143.31,144.4,26860.33565965
1724428800,144.39,145.28,144.1,145.08,22195.88669583
1724432400,145.08,148.74,145.03,148.24,102564.42579207
1724436000,148.23,149.54,147.59,148.36,101463.06170687
1724439600,148.36,150.26,148.18,149.75,45001.71096265
1724443200,149.76,151.87,149.72,150.96,86011.35095246
1724446800,150.95,152.53,150.85,152.33,62601.8495829
1724450400,152.34,154.16,151.57,151.95,57757.11430427
1724454000,151.97,153.72,151.97,153.39,29674.39846684
1724457600,153.38,154.35,152.85,153.22,33963.43406963
1724461200,153.19,153.52,152.03,153.51,46522.35127239
1724464800,153.52,154.69,153.5,153.51,38478.32508754
1724468400,153.5,153.73,153.11,153.35,35811.71153045
1724472000,153.35,154.21,153.23,154.14,14245.75914889
1724475600,154.13,155.45,153.97,154.62,22115.68559885
1724479200,154.62,154.92,154.09,154.09,9415.54960496
1724482800,154.1,154.8,154.1,154.7,7148.92009591
1724486400,154.69,155.83,154.39,155.68,11074.37782898
1724490000,155.69,158,155.03,157.65,27562.1550908
1724493600,157.64,158.79,156.97,157.95,71865.07520407
1724497200,157.96,158.62,157.31,157.4,37162.23680468
1724500800,157.4,158.35,156.99,157.37,27051.18706124
1724504400,157.37,158.1,157.2,158.03,45705.88112621
1724508000,158.02,158.81,157.36,158.76,57610.17395746
1724511600,158.75,159.89,158.28,159.57,65791.79155884
1724515200,159.55,162.26,159.5,161.26,88188.34773154
1724518800,161.25,162.36,160.53,160.89,37915.6852438
1724522400,160.89,162.12,160.17,161.5,132801.25738295
1724526000,161.5,162.05,160.41,160.61,21536.13649313
1724529600,160.62,161.19,160.28,160.48,36291.55261499
1724533200,160.47,160.51,157.33,157.57,66332.41194774
1724536800,157.56,159.49,157.52,159.12,38483.16274305
1724540400,159.12,160.91,158.94,160.72,37349.62456104
1724544000,160.71,160.79,158.69,158.9,21962.14349799
1724547600,158.91,159.97,157.5,158.28,25711.88021876
1724551200,158.27,159.13,158.15,158.85,12157.66558899
1724554800,158.86,158.97,157.36,158.31,24000.00549949
1724558400,158.34,158.88,157.52,158.85,17709.72723654
1724562000,158.85,159.16,158.29,158.39,14000.21703426
1724565600,158.39,158.41,157.57,157.85,52272.65670554
1724569200,157.78,157.78,155.27,156.19,29245.24491337
1724572800,156.19,157.34,155.77,157.26,10220.57583834
1724576400,157.23,157.95,156.75,157.5,9655.13852054
1724580000,157.43,157.58,156.38,156.82,9799.08027066
1724583600,156.83,157.94,156.74,157.35,14225.90380519
1724587200,157.32,157.91,157,157.87,18512.02585605
1724590800,157.83,159.13,157.8,158.56,26356.19780681
1724594400,158.56,159.94,158.56,159.2,18059.7406816
1724598000,159.17,159.95,158.66,159.4,15755.46922767
1724601600,159.45,160.42,158.52,159.15,20498.40997599
1724605200,159.11,159.89,158.8,159.54,14796.79732745
1724608800,159.53,160.05,158.98,159.61,17977.83607555
1724612400,159.6,159.87,158.8,159.16,16517.60096179
1724616000,159.16,159.61,158.66,158.97,13240.4639217
1724619600,158.97,161.6,158.82,161.36,30926.61490159
1724623200,161.36,162.01,160.28,160.67,30403.01563811
1724626800,160.68,161.35,158.49,158.99,40915.53110501
1724630400,158.98,160.04,158.36,159.12,26024.86481294
1724634000,159.13,159.31,158.01,158.16,15507.35348956
1724637600,158.12,158.66,157.48,158.65,24845.02510543
1724641200,158.62,160.23,158.37,160.16,16952.44390966
1724644800,160.16,161.17,159.87,161.03,16690.9429495
1724648400,161.06,161.11,159.43,159.59,27734.62574921
1724652000,159.59,159.73,158.38,159.03,29061.94987805
1724655600,159.01,159.54,158.39,159.16,4436.82695439
1724659200,159.17,160.74,158.85,159.82,8101.42764355
1724662800,159.8,160.72,158.53,160.7,21644.26042145
