time,open,high,low,close,volume,usd_vol,price_change,vol_change,norm_open,mov_in_min
1731507840.0,8.132911986455621e-05,0.0001266900721142,7.462138159930096e-05,7.672878468760904e-05,24902.041428667548,1.9679822436431997,-0.05656442839426356,0.0,1.0,0.6402219844701765
1731507900.0,7.672878468760904e-05,0.0001098449491227,4.333485950939466e-05,4.333485950939466e-05,45717.125467340615,2.7444823429102803,-0.43522030635794984,0.39456661856338476,0.9434355716057364,0.866820579578997
1731507960.0,4.333485950939466e-05,5.263435262048593e-05,2.608446000589755e-05,4.566250038751033e-05,21686.00736203267,0.9649987009628763,0.05371289775639058,-0.6483858956295632,0.5328332531025003,0.612668251730055
1731508020.0,4.566250038751033e-05,5.052918653709108e-05,2.38637277092765e-05,2.9667891759301872e-05,9970.847536150995,0.37555392746716537,-0.3502788610450978,-0.6108244217402184,0.5614532711475999,0.5839684336495107
1731508080.0,2.9667891759301872e-05,2.9667891759301872e-05,2.1057596225340456e-05,2.1057596225340456e-05,2997.1711543969736,0.07601648469014013,-0.2902226960991187,-0.7975883644652171,0.3647880587999741,0.2902226960991187
1731508140.0,2.1057596225340456e-05,2.1057596225340456e-05,1.430040873390238e-05,1.776515169051847e-05,5286.074051085526,0.10260996017492828,-0.15635424383624083,0.34983826985934674,0.2589182848702818,0.320890733164812
1731508200.0,1.776515169051847e-05,1.776515169051847e-05,1.1481219080895427e-05,1.1481219080895427e-05,2240.431728227721,0.03276224850589377,-0.3537224291181748,-0.6807108349906669,0.21843531222401247,0.3537224291181748
1731508260.0,1.1481219080895427e-05,1.3074921767246904e-05,1.1481219080895427e-05,1.3006485332928916e-05,1754.107380670225,0.021477031523980065,0.13284880649751807,-0.3444579507381354,0.14116984297894783,0.13880953539187954
1731508320.0,1.3006485332928916e-05,1.8242017293883684e-05,1.3006485332928916e-05,1.8242017293883684e-05,1613.6989271774423,0.025212837582394492,0.40253241570955467,0.17394424617029747,0.1599240881321431,0.40253241570955467
1731508380.0,1.8242017293883684e-05,1.8242017293883684e-05,1.7980552682093725e-05,1.8148560799299258e-05,113.42227506542254,0.0020637510791373676,-0.005123144720170901,-0.9181468142015702,0.22429871765812237,0.014333097462725482
1731508440.0,1.8148560799299258e-05,1.8873627620888685e-05,1.3692817703177708e-05,1.3692817703177708e-05,2061.1177103720606,0.03281441457705774,-0.24551495544999866,14.900374279040436,0.22314960286701105,0.28546670862799295
1731508500.0,1.3692817703177708e-05,1.7981900124279606e-05,1.337621930729721e-05,1.7981900124279606e-05,1219.378381961355,0.01931173308676369,0.31323592514537935,-0.41148628321818287,0.16836303806043193,0.33635741867165514
1731508560.0,1.7981900124279606e-05,3.457841605353419e-05,1.7981900124279606e-05,2.653463068258677e-05,6418.195254091928,0.14285789337663343,0.47562996675524044,6.397466231269973,0.22110039004757806,0.9229567406419723
